Province,TotalSessions,DistinctViewers,Race,MaleUsers,FemaleUsers,TotalUsers,Gender,SessionPercentage,AgeCohort,DayOfWeek,SessionDate_SA,HourOfDay,Channel,TotalDurationInSeconds,SessionStartTime_SA,Email,Social Media Handle
Western Cape,1,1,coloured,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/01/16,20,Cartoon Network,1.76E+09,49:00.0,Markus 191@yahoo.com,@Markus 19
North West,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/03/25,18,Cartoon Network,1.76E+09,12:00.0,Hyman 85@mailxyz.com,@Hyman 8
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/01/14,17,Channel O,1.76E+09,54:00.0,Claud 345@mailxyz.com,@Claud 34
Western Cape,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/02,10,ICC Cricket World Cup 2011,1.76E+09,38:00.0,Romeo 374@abcmail.com,@Romeo 37
Western Cape,1,1,indian_asian,0,1,1,female,0.01,Mature Adult (35-44),1,2016/01/10,6,Supersport Live Events,1.76E+09,43:00.0,Anette 143@mail.com,@Anette 14
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/03/31,0,CNN,1.76E+09,38:00.0,Romeo 375@mailxyz.com,@Romeo 37
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,20,Cartoon Network,1.76E+09,42:00.0,Claud 343@mail.com,@Claud 34
Western Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/02/09,18,SuperSport Blitz,1.76E+09,05:00.0,Charlie 362@gmail.com,@Charlie 36
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/16,12,ICC Cricket World Cup 2011,1.76E+09,40:00.0,Lucas 235@mailxyz.com,@Lucas 23
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/05,14,Supersport Live Events,1.76E+09,13:00.0,Yong 483@mail.com,@Yong 48
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),2,2016/03/28,18,CNN,1.76E+09,58:00.0,Brendan 452@gmail.com,@Brendan 45
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/19,7,Africa Magic,1.76E+09,06:00.0,Loyd 493@mail.com,@Loyd 49
Kwazulu Natal,1,1,indian_asian,0,1,1,female,0.01,Kids (0-17),5,2016/02/18,20,M-Net,1.76E+09,27:00.0,Rebekah 225@mailxyz.com,@Rebekah 22
Gauteng,1,1,coloured,0,1,1,female,0.01,Youth (18-24),6,2016/03/25,14,ICC Cricket World Cup 2011,1.76E+09,10:00.0,Earline 94@abcmail.com,@Earline 9
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/21,22,SawSee,1.76E+09,44:00.0,Haywood 95@mailxyz.com,@Haywood 9
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),1,2016/01/31,5,Trace TV,1.76E+09,40:00.0,Robby 165@mailxyz.com,@Robby 16
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),6,2016/02/26,16,ICC Cricket World Cup 2011,1.76E+09,41:00.0,Loyd 493@mail.com,@Loyd 49
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),1,2016/01/10,14,Trace TV,1.76E+09,40:00.0,Lucas 231@yahoo.com,@Lucas 23
Northern Cape,1,1,black,0,1,1,female,0.01,Mature Adult (35-44),3,2016/03/01,14,E! Entertainment,1.76E+09,56:00.0,Alecia 343@mail.com,@Alecia 34
Eastern Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,9,Supersport Live Events,1.76E+09,26:00.0,Charlie 361@yahoo.com,@Charlie 36
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/30,12,ICC Cricket World Cup 2011,1.76E+09,19:00.0,Carter 32@gmail.com,@Carter 3
Western Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,18,Vuzu,1.76E+09,05:00.0,Jacinto 251@yahoo.com,@Jacinto 25
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/18,0,Boomerang,1.76E+09,32:00.0,Loyd 495@mailxyz.com,@Loyd 49
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/15,19,Africa Magic,1.76E+09,12:00.0,Abel 185@mailxyz.com,@Abel 18
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/05,12,Boomerang,1.76E+09,00:00.0,Jacinto 255@mailxyz.com,@Jacinto 25
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Kids (0-17),5,2016/03/17,18,Africa Magic,1.76E+09,17:00.0,Chas 353@mail.com,@Chas 35
North West,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/12,20,Boomerang,1.76E+09,25:00.0,Cody 124@abcmail.com,@Cody 12
Limpopo,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),4,2016/01/13,14,Africa Magic,1.76E+09,44:00.0,Raymundo 433@mail.com,@Raymundo 43
Eastern Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),5,2016/01/07,19,E! Entertainment,1.76E+09,38:00.0,Brendan 455@mailxyz.com,@Brendan 45
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/01,21,Supersport Live Events,1.76E+09,20:00.0,Hyman 81@yahoo.com,@Hyman 8
Gauteng,1,1,coloured,1,0,1,male,0.01,Adult (25-34),2,2016/03/07,9,DStv Events 1,1.76E+09,10:00.0,Claud 344@abcmail.com,@Claud 34
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),7,2016/03/26,17,Cartoon Network,1.76E+09,56:00.0,Lane 112@gmail.com,@Lane 11
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Youth (18-24),4,2016/02/24,12,Vuzu,1.76E+09,30:00.0,Kyle 64@abcmail.com,@Kyle 6
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),4,2016/03/30,20,SuperSport Blitz,1.76E+09,44:00.0,Loyd 493@mail.com,@Loyd 49
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),1,2016/02/07,17,Supersport Live Events,1.76E+09,49:00.0,Abel 183@mail.com,@Abel 18
Gauteng,1,1,black,0,1,1,female,0.01,Adult (25-34),5,2016/03/31,18,Vuzu,1.76E+09,55:00.0,Earline 281@yahoo.com,@Earline 28
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/01/27,18,Channel O,1.76E+09,01:00.0,Shane 25@mailxyz.com,@Shane 2
North West,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/14,21,Supersport Live Events,1.76E+09,34:00.0,Dion 332@gmail.com,@Dion 33
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/12,17,Africa Magic,1.76E+09,47:00.0,Dee 215@mailxyz.com,@Dee 21
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/24,14,Supersport Live Events,1.76E+09,17:00.0,Claud 344@abcmail.com,@Claud 34
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/01/14,8,Channel O,1.76E+09,28:00.0,Emerson 244@abcmail.com,@Emerson 24
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/24,15,Supersport Live Events,1.76E+09,01:00.0,Carter 33@mail.com,@Carter 3
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/03/08,12,Trace TV,1.76E+09,47:00.0,Hollis 382@gmail.com,@Hollis 38
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/30,16,Supersport Live Events,1.76E+09,46:00.0,Bret 312@gmail.com,@Bret 31
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/02/16,21,SuperSport Blitz,1.76E+09,23:00.0,Irving 54@abcmail.com,@Irving 5
Eastern Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/08,14,Supersport Live Events,1.76E+09,03:00.0,Stacy 272@gmail.com,@Stacy 27
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/28,17,Boomerang,1.76E+09,34:00.0,Lucas 232@gmail.com,@Lucas 23
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),7,2016/02/27,17,Channel O,1.76E+09,58:00.0,Lane 113@mail.com,@Lane 11
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/01/14,10,Supersport Live Events,1.76E+09,43:00.0,Lucas 235@mailxyz.com,@Lucas 23
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/14,6,Channel O,1.76E+09,55:00.0,Claud 342@gmail.com,@Claud 34
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/01,20,SuperSport Blitz,1.76E+09,51:00.0,Romeo 373@mail.com,@Romeo 37
Gauteng,1,1,white,1,0,1,male,0.01,Retired (55+),4,2016/02/10,16,E! Entertainment,1.76E+09,46:00.0,Lloyd 74@abcmail.com,@Lloyd 7
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/01/08,19,Channel O,1.76E+09,36:00.0,Filiberto 43@mail.com,@Filiberto 4
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/03,16,Supersport Live Events,1.76E+09,05:00.0,Stacy 272@gmail.com,@Stacy 27
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/22,21,Channel O,1.76E+09,49:00.0,Robby 163@mail.com,@Robby 16
Northern Cape,1,1,coloured,1,0,1,male,0.01,Youth (18-24),4,2016/02/24,15,ICC Cricket World Cup 2011,1.76E+09,25:00.0,Stephen 155@mailxyz.com,@Stephen 15
Gauteng,1,1,coloured,1,0,1,male,0.01,Adult (25-34),3,2016/02/16,16,Cartoon Network,1.76E+09,34:00.0,Efren 134@abcmail.com,@Efren 13
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,9,Supersport Live Events,1.76E+09,55:00.0,Jacinto 255@mailxyz.com,@Jacinto 25
North West,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/01/15,19,Trace TV,1.76E+09,37:00.0,Donald 223@mail.com,@Donald 22
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),2,2016/02/01,18,CNN,1.76E+09,18:00.0,Markus 193@mail.com,@Markus 19
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/06,0,Boomerang,1.76E+09,13:00.0,Valentine 473@mail.com,@Valentine 47
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,17,ICC Cricket World Cup 2011,1.76E+09,58:00.0,Art 404@abcmail.com,@Art 40
Mpumalanga,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),6,2016/01/01,11,E! Entertainment,1.76E+09,40:00.0,Art 403@mail.com,@Art 40
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/15,10,Channel O,1.76E+09,01:00.0,Haywood 92@gmail.com,@Haywood 9
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),6,2016/02/05,22,Supersport Live Events,1.76E+09,06:00.0,Jared 502@gmail.com,@Jared 50
Eastern Cape,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/22,18,Channel O,1.76E+09,50:00.0,Lucas 231@yahoo.com,@Lucas 23
Western Cape,1,1,coloured,0,1,1,female,0.01,Mature Adult (35-44),6,2016/03/18,13,Trace TV,1.76E+09,42:00.0,Rebecka 172@gmail.com,@Rebecka 17
Eastern Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/11,9,CNN,1.76E+09,51:00.0,Lloyd 75@mailxyz.com,@Lloyd 7
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/03/02,15,Supersport Live Events,1.76E+09,22:00.0,Hyman 83@mail.com,@Hyman 8
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/22,13,CNN,1.76E+09,10:00.0,Kip 145@mailxyz.com,@Kip 14
Free State,1,1,black,0,1,1,female,0.01,Youth (18-24),3,2016/02/02,16,Channel O,1.76E+09,15:00.0,Bess 151@yahoo.com,@Bess 15
Gauteng,1,1,None,0,1,1,female,0.01,Adult (25-34),6,2016/03/04,19,Cartoon Network,1.76E+09,23:00.0,Rebekah 91@yahoo.com,@Rebekah 9
Western Cape,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),4,2016/03/23,12,SuperSport Blitz,1.76E+09,47:00.0,Brendan 452@gmail.com,@Brendan 45
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),2,2016/03/07,8,Trace TV,1.76E+09,52:00.0,Randy 394@abcmail.com,@Randy 39
Western Cape,1,1,None,0,1,1,female,0.01,Middle-Aged Adult (45-54),5,2016/03/31,23,Trace TV,1.76E+09,42:00.0,Alecia 164@abcmail.com,@Alecia 16
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/01/06,19,Trace TV,1.76E+09,19:00.0,Wilton 411@yahoo.com,@Wilton 41
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),4,2016/02/03,16,Channel O,1.76E+09,13:00.0,Irving 51@yahoo.com,@Irving 5
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/02/09,19,Cartoon Network,1.76E+09,29:00.0,Cory 103@mail.com,@Cory 10
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),3,2016/02/09,19,Boomerang,1.76E+09,26:00.0,Valentine 474@abcmail.com,@Valentine 47
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/15,19,SuperSport Blitz,1.76E+09,15:00.0,Abel 185@mailxyz.com,@Abel 18
Eastern Cape,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/18,10,Channel O,1.76E+09,30:00.0,Cory 102@gmail.com,@Cory 10
Eastern Cape,1,1,black,1,0,1,male,0.01,Retired (55+),1,2016/01/24,20,Cartoon Network,1.76E+09,25:00.0,Cory 103@mail.com,@Cory 10
Kwazulu Natal,1,1,coloured,1,0,1,male,0.01,Youth (18-24),4,2016/01/13,20,Boomerang,1.76E+09,09:00.0,Carter 32@gmail.com,@Carter 3
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,16,Channel O,1.76E+09,36:00.0,Jacinto 255@mailxyz.com,@Jacinto 25
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,14,SuperSport Blitz,1.76E+09,15:00.0,Valentine 474@abcmail.com,@Valentine 47
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),7,2016/01/23,6,CNN,1.76E+09,48:00.0,Randy 394@abcmail.com,@Randy 39
Western Cape,1,1,coloured,1,0,1,male,0.01,Kids (0-17),5,2016/02/18,20,SuperSport Blitz,1.76E+09,14:00.0,Hugh14@abcmail.com,@Hugh1
Gauteng,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/02,21,CNN,1.76E+09,11:00.0,Claud 342@gmail.com,@Claud 34
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/21,15,ICC Cricket World Cup 2011,1.76E+09,21:00.0,Randy 391@yahoo.com,@Randy 39
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),1,2016/02/21,18,Trace TV,1.76E+09,33:00.0,Loyd 494@abcmail.com,@Loyd 49
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),2,2016/02/29,1,Boomerang,1.76E+09,09:00.0,Earl 422@gmail.com,@Earl 42
None,1,1,None,0,0,1,None,0.01,Kids (0-17),7,2016/01/09,22,SuperSport Blitz,1.76E+09,56:00.0,Minerva 215@mailxyz.com,None
Gauteng,1,1,black,0,1,1,female,0.01,Middle-Aged Adult (45-54),6,2016/04/01,1,CNN,1.76E+09,37:00.0,Nakita 355@mailxyz.com,@Nakita 35
Western Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),1,2016/01/10,19,Vuzu,1.76E+09,36:00.0,Haywood 95@mailxyz.com,@Haywood 9
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/22,18,E! Entertainment,1.76E+09,29:00.0,Cory 104@abcmail.com,@Cory 10
Eastern Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/27,14,SawSee,1.76E+09,58:00.0,Kip 144@abcmail.com,@Kip 14
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),7,2016/01/30,19,Cartoon Network,1.76E+09,21:00.0,Royal 173@mail.com,@Royal 17
None,1,1,None,0,0,1,None,0.01,Kids (0-17),6,2016/01/01,15,Channel O,1.76E+09,33:00.0,Reagan 72@gmail.com,None
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/03/06,19,Africa Magic,1.76E+09,37:00.0,Efren 131@yahoo.com,@Efren 13
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/03/10,20,CNN,1.76E+09,59:00.0,Irving 55@mailxyz.com,@Irving 5
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/03/18,20,Channel O,1.76E+09,35:00.0,Randy 393@mail.com,@Randy 39
Northern Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),4,2016/03/09,14,ICC Cricket World Cup 2011,1.76E+09,11:00.0,Haywood 94@abcmail.com,@Haywood 9
North West,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/02/28,13,Channel O,1.76E+09,57:00.0,Bernardo 322@gmail.com,@Bernardo 32
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/01/24,20,Channel O,1.76E+09,17:00.0,Shane 25@mailxyz.com,@Shane 2
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/30,12,ICC Cricket World Cup 2011,1.76E+09,04:00.0,Jacinto 253@mail.com,@Jacinto 25
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/25,15,ICC Cricket World Cup 2011,1.76E+09,55:00.0,Shane 22@gmail.com,@Shane 2
Kwazulu Natal,1,1,coloured,1,0,1,male,0.01,Retired (55+),4,2016/03/30,16,Boomerang,1.76E+09,58:00.0,Samuel 261@yahoo.com,@Samuel 26
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),2,2016/01/25,23,M-Net,1.76E+09,42:00.0,Yong 483@mail.com,@Yong 48
Gauteng,1,1,black,0,1,1,female,0.01,Adult (25-34),5,2016/03/31,19,Africa Magic,1.76E+09,49:00.0,Earline 281@yahoo.com,@Earline 28
Mpumalanga,1,1,None,1,0,1,male,0.01,Adult (25-34),3,2016/03/01,13,Boomerang,1.76E+09,27:00.0,Bret 313@mail.com,@Bret 31
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/26,12,Supersport Live Events,1.76E+09,15:00.0,Raymundo 434@abcmail.com,@Raymundo 43
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/03/11,8,Channel O,1.76E+09,29:00.0,Abel 181@yahoo.com,@Abel 18
Eastern Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),3,2016/01/12,19,Cartoon Network,1.76E+09,25:00.0,Len 445@mailxyz.com,@Len 44
Eastern Cape,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),1,2016/01/03,21,Africa Magic,1.76E+09,10:00.0,Chas 354@abcmail.com,@Chas 35
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/03/11,19,Supersport Live Events,1.76E+09,54:00.0,Eli 293@mail.com,@Eli 29
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Youth (18-24),3,2016/03/29,13,ICC Cricket World Cup 2011,1.76E+09,05:00.0,Kip 145@mailxyz.com,@Kip 14
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/03,8,ICC Cricket World Cup 2011,1.76E+09,27:00.0,Kyle 63@mail.com,@Kyle 6
Gauteng,1,1,black,0,1,1,female,0.01,Youth (18-24),4,2016/03/02,18,Channel O,1.76E+09,29:00.0,Williemae 335@mailxyz.com,@Williemae 33
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/12,14,ICC Cricket World Cup 2011,1.76E+09,44:00.0,Michel 204@abcmail.com,@Michel 20
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/22,14,Channel O,1.76E+09,51:00.0,Markus 192@gmail.com,@Markus 19
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),1,2016/01/03,8,Cartoon Network,1.76E+09,42:00.0,Michel 204@abcmail.com,@Michel 20
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/03,23,SawSee,1.76E+09,01:00.0,Kyle 61@yahoo.com,@Kyle 6
North West,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),6,2016/03/25,17,ICC Cricket World Cup 2011,1.76E+09,18:00.0,Art 404@abcmail.com,@Art 40
Mpumalanga,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/02/06,14,Africa Magic,1.76E+09,44:00.0,Lane 114@abcmail.com,@Lane 11
None,1,1,None,0,0,1,None,0.01,Kids (0-17),6,2016/01/08,8,DStv Events 1,1.76E+09,12:00.0,Teresia 484@abcmail.com,None
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/30,8,ICC Cricket World Cup 2011,1.76E+09,32:00.0,Carter 33@mail.com,@Carter 3
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Retired (55+),4,2016/03/16,11,Channel O,1.76E+09,33:00.0,Samuel 264@abcmail.com,@Samuel 26
Mpumalanga,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/29,10,Trace TV,1.76E+09,39:00.0,Jacinto 253@mail.com,@Jacinto 25
Mpumalanga,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),2,2016/03/28,15,Supersport Live Events,1.76E+09,22:00.0,Hyman 83@mail.com,@Hyman 8
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),2,2016/03/28,17,Channel O,1.76E+09,50:00.0,Markus 192@gmail.com,@Markus 19
Western Cape,1,1,coloured,0,1,1,female,0.01,Mature Adult (35-44),1,2016/02/14,22,SuperSport Blitz,1.76E+09,46:00.0,Katharina 253@mail.com,@Katharina 25
Gauteng,1,1,coloured,1,0,1,male,0.01,Middle-Aged Adult (45-54),1,2016/02/07,17,Supersport Live Events,1.76E+09,19:00.0,Emerson 244@abcmail.com,@Emerson 24
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/03/04,11,Africa Magic,1.76E+09,18:00.0,Cory 101@yahoo.com,@Cory 10
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/04,9,ICC Cricket World Cup 2011,1.76E+09,52:00.0,Loyd 494@abcmail.com,@Loyd 49
Gauteng,1,1,None,1,0,1,male,0.01,Adult (25-34),5,2016/02/18,9,Supersport Live Events,1.76E+09,07:00.0,Hugh13@mail.com,@Hugh1
Western Cape,1,1,coloured,1,0,1,male,0.01,Youth (18-24),6,2016/02/12,10,Trace TV,1.76E+09,54:00.0,Haywood 92@gmail.com,@Haywood 9
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/01/03,16,SawSee,1.76E+09,11:00.0,Stephen 152@gmail.com,@Stephen 15
Mpumalanga,1,1,None,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,19,Supersport Live Events,1.76E+09,55:00.0,Romeo 373@mail.com,@Romeo 37
Eastern Cape,1,1,black,0,1,1,female,0.01,Youth (18-24),7,2016/01/02,9,Cartoon Network,1.76E+09,58:00.0,Earline 293@mail.com,@Earline 29
North West,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/02/19,21,Supersport Live Events,1.76E+09,04:00.0,Jared 505@mailxyz.com,@Jared 50
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/01,21,Trace TV,1.76E+09,29:00.0,Shane 23@mail.com,@Shane 2
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/01/14,10,MK,1.76E+09,32:00.0,Michel 202@gmail.com,@Michel 20
None,1,1,None,0,0,1,None,0.01,Kids (0-17),7,2016/03/26,14,ICC Cricket World Cup 2011,1.76E+09,18:00.0,Rebecka 102@gmail.com,None
Limpopo,1,1,black,0,1,1,female,0.01,Adult (25-34),3,2016/03/22,8,Africa Magic,1.76E+09,25:00.0,Krysta 181@yahoo.com,@Krysta 18
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/24,14,Supersport Live Events,1.76E+09,20:00.0,Efren 133@mail.com,@Efren 13
Eastern Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),6,2016/01/15,12,Cartoon Network,1.76E+09,11:00.0,Lucas 234@abcmail.com,@Lucas 23
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/27,18,Supersport Live Events,1.76E+09,58:00.0,Jacinto 251@yahoo.com,@Jacinto 25
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),7,2016/02/06,8,Supersport Live Events,1.76E+09,56:00.0,Claud 344@abcmail.com,@Claud 34
Gauteng,1,1,coloured,1,0,1,male,0.01,Youth (18-24),3,2016/01/19,18,Trace TV,1.76E+09,58:00.0,Eli 294@abcmail.com,@Eli 29
Free State,1,1,white,1,0,1,male,0.01,Youth (18-24),6,2016/03/04,19,Supersport Live Events,1.76E+09,11:00.0,Lucas 235@mailxyz.com,@Lucas 23
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),6,2016/02/05,18,Cartoon Network,1.76E+09,25:00.0,Valentine 474@abcmail.com,@Valentine 47
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),6,2016/02/19,19,SuperSport Blitz,1.76E+09,18:00.0,Yong 481@yahoo.com,@Yong 48
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/02/18,19,Trace TV,1.76E+09,40:00.0,Haywood 95@mailxyz.com,@Haywood 9
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),2,2016/01/04,0,E! Entertainment,1.76E+09,55:00.0,Samuel 265@mailxyz.com,@Samuel 26
Western Cape,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/02/13,12,Channel O,1.76E+09,20:00.0,Raymundo 434@abcmail.com,@Raymundo 43
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),4,2016/02/03,22,CNN,1.76E+09,19:00.0,Royal 171@yahoo.com,@Royal 17
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),5,2016/03/03,18,Supersport Live Events,1.76E+09,03:00.0,Claud 344@abcmail.com,@Claud 34
Free State,1,1,black,0,1,1,female,0.01,Youth (18-24),3,2016/01/05,14,E! Entertainment,1.76E+09,11:00.0,Tiffani 93@mail.com,@Tiffani 9
